combined,negative,neutral,positive,inc/dec
0.0,0.0,1.0,0.0,0.0
0.15697777777777777,0.0,0.8876666666666666,0.11233333333333334,0.0
0.16010666666666667,0.0308,0.7669333333333334,0.20233333333333334,2.0
0.2632214285714286,0.12185714285714286,0.5777857142857143,0.3003571428571429,2.0
0.08612,0.055400000000000005,0.7102,0.2344,0.0
0.5574,0.0,0.833,0.167,0.0
0.455,0.0,0.8654999999999999,0.1345,2.0
0.13913999999999999,0.0615,0.7845,0.154,2.0
0.5369200000000001,0.0,0.7754,0.2246,0.0
0.1268142857142857,0.0,0.8172857142857143,0.03985714285714286,2.0
0.0,0.0,1.0,0.0,0.0
0.2412,0.10816666666666667,0.7708333333333334,0.12100000000000001,2.0
0.802,0.0,0.735,0.265,0.0
0.29335,0.039,0.6345000000000001,0.3265,0.0
0.0,0.0,1.0,0.0,2.0
0.0,0.0,1.0,0.0,2.0
-0.25928,0.2266,0.7734,0.0,2.0
0.4019,0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0,2.0
0.5563571428571429,0.019142857142857145,0.5581428571428572,0.4225714285714286,0.0
-0.025066666666666664,0.1396666666666667,0.6736666666666666,0.18666666666666668,2.0
0.16502857142857144,0.0862857142857143,0.7792857142857142,0.13442857142857143,0.0
0.09453333333333332,0.10533333333333333,0.7803333333333334,0.11433333333333333,2.0
0.11680000000000001,0.042833333333333334,0.6455000000000001,0.31183333333333335,0.0
0.06192222222222224,0.1061111111111111,0.7013333333333334,0.19255555555555556,0.0
0.0,0.0,1.0,0.0,0.0
0.362475,0.09225,0.7575,0.1505,0.0
0.0,0.0,1.0,0.0,0.0
0.3109,0.0315,0.8135,0.155,0.0
0.0,0.0,1.0,0.0,2.0
-0.03975000000000001,0.0515,0.8005,0.148,0.0
0.1806,0.0,0.7725,0.2275,2.0
0.07873333333333334,0.08600000000000001,0.694,0.22,2.0
0.7579,0.0,0.629,0.371,2.0
0.21283333333333335,0.08066666666666666,0.7280000000000001,0.19141666666666668,0.0
0.1779,0.0,0.934,0.066,1.0
0.1750375,0.033375,0.672875,0.29375,0.0
-0.0258,0.079,0.846,0.076,2.0
0.21619999999999998,0.0,0.9463333333333334,0.05366666666666667,0.0
0.511225,0.0,0.56625,0.43374999999999997,2.0
0.08051428571428572,0.08057142857142859,0.6242857142857143,0.2952857142857143,0.0
0.441725,0.03275,0.54225,0.425,2.0
0.26475,0.0363,0.6769666666666667,0.28673333333333334,2.0
0.21664444444444447,0.07955555555555555,0.759888888888889,0.16044444444444445,0.0
-0.09475,0.251,0.6014999999999999,0.1475,2.0
0.19572857142857142,0.018571428571428572,0.6871428571428572,0.2942857142857143,2.0
0.32214615384615386,0.05238461538461539,0.6886153846153846,0.2590769230769231,0.0
0.296,0.202,0.481,0.317,2.0
-0.1531,0.615,0.385,0.0,0.0
-0.34,0.087,0.874,0.038,2.0
0.1128,0.163,0.616,0.222,2.0
0.20095,0.0,0.9015,0.0985,2.0
0.41839999999999994,0.125,0.48666666666666664,0.38800000000000007,2.0
-0.128,0.103,0.897,0.0,2.0
0.0,0.0,1.0,0.0,2.0
0.4019,0.0,0.803,0.197,2.0
0.2398,0.2135,0.62475,0.16175,2.0
0.4215,0.0,0.517,0.483,0.0
0.16319999999999998,0.07666666666666666,0.7049333333333333,0.21843333333333334,0.0
-0.06716666666666667,0.11633333333333333,0.5653333333333332,0.318,0.0
0.3382,0.06166666666666667,0.5408333333333334,0.39749999999999996,2.0
-0.0633,0.09500000000000001,0.8113333333333334,0.09366666666666668,2.0
0.17845999999999998,0.03386666666666667,0.7416,0.22453333333333333,2.0
0.2732,0.0,0.87,0.13,0.0
0.0,0.0,1.0,0.0,2.0
0.2373666666666667,0.13799999999999998,0.47733333333333333,0.3846666666666667,2.0
0.24175555555555558,0.05088888888888889,0.6711111111111111,0.27799999999999997,0.0
0.3511777777777778,0.0,0.6604444444444444,0.33955555555555555,2.0
0.6412666666666667,0.0,0.7143333333333333,0.2856666666666667,2.0
0.31086153846153847,0.018153846153846152,0.7480769230769231,0.2336923076923077,2.0
0.9245,0.0,0.587,0.413,2.0
-0.11333333333333334,0.028666666666666663,0.9713333333333334,0.0,2.0
0.45813333333333334,0.0,0.5373333333333333,0.4626666666666666,0.0
0.100475,0.0,0.8175,0.1825,0.0
0.0,0.0,0.0,0.0,0.0
0.22956363636363636,0.045636363636363635,0.8295454545454546,0.12481818181818184,2.0
0.6908,0.0,0.26,0.74,0.0
0.0,0.09816666666666667,0.8781666666666667,0.023666666666666666,2.0
0.3318,0.0,0.591,0.409,2.0
0.09229565217391303,0.017130434782608697,0.9131739130434783,0.06973913043478261,2.0
0.05174999999999999,0.04833333333333333,0.8955000000000001,0.05616666666666666,2.0
0.1531,0.0,0.9219999999999999,0.078,2.0
0.04902000000000001,0.055600000000000004,0.8282,0.1162,0.0
0.2333714285714286,0.051428571428571435,0.6332857142857142,0.3152857142857143,0.0
0.25845,0.0,0.5865,0.4135,2.0
0.2023,0.0,0.917,0.083,0.0
0.25880000000000003,0.0395,0.7105,0.25,0.0
0.457775,0.08950000000000001,0.5715,0.33899999999999997,2.0
0.4786625,0.0,0.67675,0.32325,2.0
-0.2617,0.136,0.864,0.0,2.0
0.18993749999999998,0.0205,0.59,0.3895,0.0
0.08186249999999999,0.02575,0.927625,0.046625,2.0
0.14721052631578946,0.04321052631578947,0.5983684210526315,0.358421052631579,0.0
-0.09866666666666667,0.04833333333333333,0.9516666666666667,0.0,2.0
0.8979,0.0,0.144,0.856,0.0
0.2124222222222222,0.0,0.6985555555555556,0.30144444444444446,2.0
-0.3126,0.132,0.7725,0.0955,2.0
0.03887500000000001,0.01425,0.952,0.03375,2.0
0.41616666666666663,0.042666666666666665,0.7356666666666666,0.22166666666666668,2.0
0.3598166666666667,0.0155,0.494,0.49066666666666664,0.0
0.3182,0.0,0.566,0.434,2.0
0.02195999999999998,0.11120000000000001,0.7044,0.1844,2.0
0.2064,0.0494,0.8246,0.1264,2.0
0.3070125,0.076875,0.566125,0.356875,2.0
0.25920000000000004,0.07880000000000001,0.5711999999999999,0.35,2.0
0.04042222222222222,0.06038888888888889,0.8273333333333333,0.11227777777777777,2.0
0.6369,0.0,0.811,0.189,0.0
0.3959333333333333,0.05833333333333333,0.43933333333333335,0.5023333333333334,2.0
0.14286666666666667,0.0,0.9386666666666666,0.06133333333333333,2.0
0.3388833333333333,0.04755555555555555,0.6900555555555555,0.2623333333333333,0.0
0.08395000000000001,0.056499999999999995,0.8035833333333334,0.13999999999999999,0.0
0.0,0.0,1.0,0.0,2.0
0.1468,0.0,0.7520000000000001,0.248,0.0
-0.27555,0.128,0.872,0.0,0.0
0.34463333333333335,0.024333333333333332,0.6826666666666666,0.29333333333333333,0.0
0.1775733333333333,0.09033333333333333,0.7721333333333333,0.1375333333333333,0.0
0.26335,0.0,0.8895,0.1105,2.0
0.0,0.0,1.0,0.0,2.0
0.4939,0.0,0.912,0.088,2.0
0.10692499999999999,0.0155,0.8805000000000001,0.104,0.0
0.38438,0.0,0.5742,0.4258,0.0
-0.025616666666666666,0.32816666666666666,0.6141666666666666,0.057666666666666665,2.0
-0.14595,0.08783333333333333,0.8736666666666667,0.0385,2.0
-0.505,0.291,0.623,0.086,2.0
0.15564705882352942,0.125,0.759,0.11605882352941176,0.0
0.059915384615384606,0.09369230769230769,0.6595384615384615,0.2467692307692308,0.0
0.0258,0.0,0.476,0.524,2.0
-0.10606666666666666,0.018,0.9819999999999999,0.0,0.0
0.0662,0.0295,0.9315,0.039,2.0
0.5574,0.0,0.816,0.184,2.0
0.09042857142857144,0.03742857142857143,0.8947142857142857,0.06785714285714285,2.0
0.30242857142857144,0.02642857142857143,0.7278214285714286,0.24575,2.0
0.43346666666666667,0.014,0.8713333333333333,0.11466666666666665,0.0
0.0,0.0,1.0,0.0,2.0
0.6955,0.020666666666666667,0.7116666666666666,0.26766666666666666,0.0
0.0,0.0,1.0,0.0,2.0
0.3773,0.061,0.799,0.14,2.0
0.2538,0.11220000000000001,0.6388,0.24900000000000003,0.0
0.0,0.0,1.0,0.0,0.0
0.033375,0.0,0.96375,0.03625,0.0
0.325025,0.05125,0.821,0.128,0.0
0.22475714285714288,0.054285714285714284,0.5918571428571429,0.3538571428571428,2.0
0.18545,0.05975,0.71975,0.2205,0.0
0.19483684210526317,0.028263157894736837,0.7879473684210526,0.18378947368421053,2.0
0.3710133333333333,0.04053333333333333,0.8027333333333334,0.15673333333333334,0.0
0.1685222222222222,0.04711111111111111,0.6916666666666667,0.26122222222222224,0.0
0.66055,0.0,0.5874999999999999,0.4125,0.0
0.1357,0.08357142857142859,0.53,0.38642857142857145,2.0
0.11721666666666668,0.033,0.7858333333333333,0.18125,0.0
0.2862,0.0518,0.7155,0.2327,0.0
0.22116666666666665,0.06,0.379,0.561,2.0
0.31551428571428575,0.016642857142857143,0.6683571428571428,0.315,2.0
0.22454999999999997,0.0,0.5756,0.4244,0.0
0.31245,0.0,0.747,0.253,0.0
0.4477,0.0,0.3845,0.6155,2.0
0.2787,0.0,0.8425,0.1575,2.0
0.16219999999999998,0.04085714285714286,0.8067142857142857,0.15257142857142858,0.0
0.74465,0.0,0.5015000000000001,0.49850000000000005,0.0
0.3823666666666667,0.12666666666666668,0.25866666666666666,0.6146666666666667,0.0
0.2863666666666667,0.06916666666666667,0.629,0.30183333333333334,0.0
-0.06324444444444444,0.1041111111111111,0.7847777777777778,0.1111111111111111,2.0
0.0,0.0,1.0,0.0,2.0
0.07224,0.0,0.9836,0.0164,2.0
0.0853923076923077,0.034999999999999996,0.7887692307692308,0.1763076923076923,2.0
0.2484181818181818,0.01781818181818182,0.8144545454545454,0.16781818181818184,2.0
0.3612,0.085,0.754,0.161,1.0
0.1806,0.0,0.881,0.119,2.0
0.1869722222222222,0.06822222222222223,0.6488333333333334,0.28294444444444444,0.0
0.1541923076923077,0.0,0.6836923076923077,0.3163076923076923,0.0
0.4019,0.0,0.0,1.0,0.0
-0.05464,0.013600000000000001,0.9864,0.0,0.0
0.4425,0.014625,0.6275,0.357875,2.0
0.4375,0.0,0.607,0.393,2.0
0.18333,0.0363,0.8317,0.13210000000000002,1.0
0.4404,0.0,0.734,0.266,2.0
0.1968285714285714,0.031000000000000003,0.6158571428571429,0.35314285714285715,2.0
0.11438,0.024399999999999998,0.9087999999999999,0.0668,0.0
0.20836666666666667,0.0,0.8765000000000001,0.1235,0.0
-0.12651666666666667,0.1376666666666667,0.7291666666666666,0.13333333333333333,0.0
-0.0129,0.069,0.84,0.091,0.0
0.0,0.0,1.0,0.0,2.0
0.30363333333333337,0.042,0.6976666666666667,0.26016666666666666,2.0
0.45247000000000004,0.0,0.6883999999999999,0.3116,2.0
0.4523333333333333,0.0,0.766,0.23399999999999999,2.0
0.28554166666666664,0.026999999999999996,0.6911666666666667,0.2818333333333333,0.0
0.7003,0.0,0.0,1.0,2.0
-0.3182,0.697,0.303,0.0,2.0
0.08515,0.10683333333333334,0.6098333333333333,0.2831666666666666,2.0
0.667725,0.0,0.444,0.556,0.0
0.21230000000000002,0.0,0.9283333333333333,0.07166666666666667,2.0
0.16552,0.050050000000000004,0.76275,0.1872,0.0
0.3182,0.0,0.303,0.697,2.0
0.2309375,0.018875,0.616,0.36512500000000003,2.0
0.0,0.0,1.0,0.0,1.0
0.23417857142857143,0.054285714285714284,0.6885,0.2572857142857143,0.0
0.45594999999999997,0.0,0.40449999999999997,0.5954999999999999,2.0
0.27549999999999997,0.03825,0.8222499999999999,0.13974999999999999,0.0
0.0,0.0,1.0,0.0,0.0
0.11637142857142858,0.031285714285714285,0.8864285714285715,0.08214285714285716,0.0
0.29616666666666663,0.0,0.8853333333333334,0.11466666666666665,0.0
0.3153,0.0,0.868,0.132,0.0
0.10979999999999997,0.08366666666666667,0.834,0.08233333333333333,0.0
0.28842,0.0,0.6998,0.3002,2.0
0.2263,0.124,0.667,0.21,2.0
0.35209999999999997,0.026105263157894736,0.7262631578947368,0.2476842105263158,2.0
0.0,0.0,1.0,0.0,0.0
0.18578333333333333,0.039,0.7933333333333333,0.16766666666666666,2.0
0.25,0.175,0.584,0.24,0.0
0.34435,0.0378,0.62,0.3422,0.0
0.6705,0.0,0.82,0.18,2.0
0.40293333333333337,0.0,0.613,0.387,2.0
0.29527499999999995,0.0,0.80575,0.19425,0.0
-0.08449999999999998,0.04,0.9103333333333333,0.049666666666666665,0.0
0.03620000000000001,0.0306,0.8864000000000001,0.08280000000000001,0.0
0.19402,0.088,0.6742,0.2374,0.0
0.22694999999999999,0.06772222222222223,0.7269444444444445,0.2053333333333333,0.0
0.06677692307692308,0.018692307692307692,0.819923076923077,0.16138461538461538,2.0
0.7614000000000001,0.0,0.324,0.6759999999999999,2.0
0.23835,0.0,0.8085,0.1915,2.0
0.3223214285714286,0.07464285714285714,0.6197142857142858,0.30592857142857144,0.0
0.4576,0.0,0.919,0.081,2.0
0.1611375,0.084125,0.63625,0.27949999999999997,2.0
0.05767499999999999,0.08875,0.66125,0.25,2.0
0.8126,0.0,0.567,0.433,2.0
0.0,0.0,1.0,0.0,2.0
0.19539411764705883,0.032529411764705876,0.7532941176470588,0.2141764705882353,0.0
0.281375,0.0305,0.8574999999999999,0.112,0.0
0.129312,0.01016,0.8714400000000001,0.0784,2.0
-0.056199999999999986,0.039,0.90675,0.05425,0.0
0.24572,0.033240000000000006,0.71172,0.25508,0.0
0.020899999999999974,0.143,0.81,0.047,0.0
0.296,0.0,0.238,0.762,1.0
-0.148,0.153,0.847,0.0,0.0
0.5584333333333333,0.026,0.528,0.4463333333333333,2.0
0.27645555555555557,0.014555555555555556,0.7,0.28544444444444445,0.0
0.4789428571428571,0.02514285714285714,0.7564285714285715,0.21857142857142858,2.0
0.346875,0.0,0.8315,0.16849999999999998,2.0
0.001799999999999996,0.083,0.417,0.5,0.0
0.15418846153846152,0.06884615384615385,0.6327692307692308,0.29838461538461536,0.0
0.04185,0.063,0.437,0.5,0.0
0.0,0.0,1.0,0.0,2.0
0.0,0.0,1.0,0.0,2.0
0.0,0.0,1.0,0.0,2.0
0.06223333333333333,0.03766666666666667,0.8515,0.11083333333333334,0.0
0.04241428571428572,0.07628571428571429,0.7244285714285714,0.1992857142857143,0.0
0.127128,0.0264,0.85284,0.1208,0.0
0.38135555555555556,0.04188888888888889,0.7247777777777777,0.23333333333333334,0.0
-0.10115,0.03,0.97,0.0,1.0
0.1591,0.0165,0.948,0.036,2.0
0.24695,0.0,0.8049999999999999,0.195,2.0
0.3907,0.014599999999999998,0.866,0.11939999999999999,0.0
0.33697499999999997,0.0765,0.69225,0.23125,2.0
0.39998333333333336,0.04416666666666667,0.62725,0.32858333333333334,0.0
0.29747777777777773,0.017,0.8448888888888889,0.1381111111111111,2.0
0.085975,0.04675,0.762,0.19124999999999998,2.0
0.39093999999999995,0.0318,0.6392,0.32889999999999997,2.0
