,Date,Label,Price
624,2018-04-02,OPEN,51.25199890136719
625,2018-04-02,CLOSE,50.49599838256836
626,2018-04-03,OPEN,53.9640007019043
627,2018-04-03,CLOSE,53.50600051879883
628,2018-04-04,OPEN,50.555999755859375
629,2018-04-04,CLOSE,57.38800048828125
630,2018-04-05,OPEN,57.86800003051758
631,2018-04-05,CLOSE,61.14400100708008
632,2018-04-06,OPEN,60.20000076293945
633,2018-04-06,CLOSE,59.86000061035156
634,2018-04-09,OPEN,60.07400131225586
635,2018-04-09,CLOSE,57.93199920654297
636,2018-04-10,OPEN,59.79399871826172
637,2018-04-10,CLOSE,60.93999862670898
638,2018-04-11,OPEN,60.14799880981445
639,2018-04-11,CLOSE,60.18600082397461
640,2018-04-12,OPEN,60.4640007019043
641,2018-04-12,CLOSE,58.81600189208984
642,2018-04-13,OPEN,60.720001220703125
643,2018-04-13,CLOSE,60.06800079345703
644,2018-04-16,OPEN,59.79999923706055
645,2018-04-16,CLOSE,58.242000579833984
646,2018-04-17,OPEN,57.77399826049805
647,2018-04-17,CLOSE,57.53799819946289
648,2018-04-18,OPEN,58.21599960327149
649,2018-04-18,CLOSE,58.66999816894531
650,2018-04-19,OPEN,58.21599960327149
651,2018-04-19,CLOSE,60.01599884033203
652,2018-04-20,OPEN,59.03400039672852
653,2018-04-20,CLOSE,58.04800033569336
654,2018-04-23,OPEN,58.257999420166016
655,2018-04-23,CLOSE,56.67399978637695
656,2018-04-24,OPEN,57.0
657,2018-04-24,CLOSE,56.69200134277344
658,2018-04-25,OPEN,56.70000076293945
659,2018-04-25,CLOSE,56.13800048828125
660,2018-04-26,OPEN,55.75
661,2018-04-26,CLOSE,57.09600067138672
662,2018-04-27,OPEN,57.07400131225586
663,2018-04-27,CLOSE,58.81600189208984
664,2018-04-30,OPEN,58.72200012207031
665,2018-04-30,CLOSE,58.77999877929688
666,2018-05-01,OPEN,58.70199966430664
667,2018-05-01,CLOSE,59.98400115966797
668,2018-05-02,OPEN,59.7140007019043
669,2018-05-02,CLOSE,60.22999954223633
670,2018-05-03,OPEN,55.757999420166016
671,2018-05-03,CLOSE,56.88999938964844
672,2018-05-04,OPEN,56.59999847412109
673,2018-05-04,CLOSE,58.81800079345703
674,2018-05-07,OPEN,59.5
675,2018-05-07,CLOSE,60.55400085449219
676,2018-05-08,OPEN,60.15999984741211
677,2018-05-08,CLOSE,60.39400100708008
678,2018-05-09,OPEN,60.08200073242188
679,2018-05-09,CLOSE,61.369998931884766
680,2018-05-10,OPEN,61.5
681,2018-05-10,CLOSE,61.00400161743164
682,2018-05-11,OPEN,61.540000915527344
683,2018-05-11,CLOSE,60.21200180053711
684,2018-05-14,OPEN,60.66400146484375
685,2018-05-14,CLOSE,58.39400100708008
686,2018-05-15,OPEN,57.00199890136719
687,2018-05-15,CLOSE,56.83599853515625
688,2018-05-16,OPEN,56.76599884033203
689,2018-05-16,CLOSE,57.29600143432617
690,2018-05-17,OPEN,57.18000030517578
691,2018-05-17,CLOSE,56.90800094604492
692,2018-05-18,OPEN,56.93000030517578
693,2018-05-18,CLOSE,55.36399841308594
694,2018-05-21,OPEN,56.26599884033203
695,2018-05-21,CLOSE,56.89799880981445
696,2018-05-22,OPEN,57.55199813842773
697,2018-05-22,CLOSE,55.00199890136719
698,2018-05-23,OPEN,55.55199813842773
699,2018-05-23,CLOSE,55.81399917602539
700,2018-05-24,OPEN,55.68000030517578
701,2018-05-24,CLOSE,55.56999969482422
702,2018-05-25,OPEN,55.5260009765625
703,2018-05-25,CLOSE,55.77000045776367
704,2018-05-29,OPEN,55.70199966430664
705,2018-05-29,CLOSE,56.75199890136719
706,2018-05-30,OPEN,56.65800094604492
707,2018-05-30,CLOSE,58.34400177001953
708,2018-05-31,OPEN,57.44200134277344
709,2018-05-31,CLOSE,56.94599914550781
710,2018-06-01,OPEN,57.172000885009766
711,2018-06-01,CLOSE,58.36399841308594
712,2018-06-04,OPEN,58.86800003051758
713,2018-06-04,CLOSE,59.34799957275391
714,2018-06-05,OPEN,59.540000915527344
715,2018-06-05,CLOSE,58.22600173950195
716,2018-06-06,OPEN,60.09999847412109
717,2018-06-06,CLOSE,63.900001525878906
718,2018-06-07,OPEN,63.22999954223633
719,2018-06-07,CLOSE,63.21799850463867
720,2018-06-08,OPEN,63.79999923706055
721,2018-06-08,CLOSE,63.53200149536133
722,2018-06-11,OPEN,64.50199890136719
723,2018-06-11,CLOSE,66.41999816894531
724,2018-06-12,OPEN,68.94000244140625
725,2018-06-12,CLOSE,68.55400085449219
726,2018-06-13,OPEN,69.34200286865234
727,2018-06-13,CLOSE,68.95600128173828
728,2018-06-14,OPEN,69.5260009765625
729,2018-06-14,CLOSE,71.54399871826172
730,2018-06-15,OPEN,70.76799774169922
731,2018-06-15,CLOSE,71.63400268554688
732,2018-06-18,OPEN,71.08000183105469
733,2018-06-18,CLOSE,74.16600036621094
734,2018-06-19,OPEN,73.03199768066406
735,2018-06-19,CLOSE,70.51000213623047
736,2018-06-20,OPEN,71.60800170898438
737,2018-06-20,CLOSE,72.44400024414062
738,2018-06-21,OPEN,72.4000015258789
739,2018-06-21,CLOSE,69.50199890136719
740,2018-06-22,OPEN,70.30799865722656
741,2018-06-22,CLOSE,66.72599792480469
742,2018-06-25,OPEN,66.02400207519531
743,2018-06-25,CLOSE,66.60199737548828
744,2018-06-26,OPEN,67.20999908447266
745,2018-06-26,CLOSE,68.4000015258789
746,2018-06-27,OPEN,69.0
747,2018-06-27,CLOSE,68.9000015258789
748,2018-06-28,OPEN,69.73200225830078
749,2018-06-28,CLOSE,69.98600006103516
750,2018-06-29,OPEN,70.66600036621094
751,2018-06-29,CLOSE,68.58999633789062
752,2018-07-02,OPEN,72.01399993896484
753,2018-07-02,CLOSE,67.01399993896484
754,2018-07-03,OPEN,66.3499984741211
755,2018-07-03,CLOSE,62.172000885009766
756,2018-07-05,OPEN,62.75199890136719
757,2018-07-05,CLOSE,61.83200073242188
758,2018-07-06,OPEN,60.9900016784668
759,2018-07-06,CLOSE,61.77999877929688
760,2018-07-09,OPEN,62.39799880981445
761,2018-07-09,CLOSE,63.70199966430664
762,2018-07-10,OPEN,64.91200256347656
763,2018-07-10,CLOSE,64.49400329589844
764,2018-07-11,OPEN,63.15999984741211
765,2018-07-11,CLOSE,63.79199981689453
766,2018-07-12,OPEN,64.28600311279297
767,2018-07-12,CLOSE,63.34199905395508
768,2018-07-13,OPEN,63.11600112915039
769,2018-07-13,CLOSE,63.77399826049805
770,2018-07-16,OPEN,62.34199905395508
771,2018-07-16,CLOSE,62.02000045776367
772,2018-07-17,OPEN,61.762001037597656
773,2018-07-17,CLOSE,64.53800201416016
774,2018-07-18,OPEN,65.0
775,2018-07-18,CLOSE,64.7699966430664
776,2018-07-19,OPEN,63.26599884033203
777,2018-07-19,CLOSE,64.0459976196289
778,2018-07-20,OPEN,64.24600219726562
779,2018-07-20,CLOSE,62.71599960327149
780,2018-07-23,OPEN,60.36800003051758
781,2018-07-23,CLOSE,60.63999938964844
782,2018-07-24,OPEN,60.88399887084961
783,2018-07-24,CLOSE,59.48600006103516
784,2018-07-25,OPEN,59.34799957275391
785,2018-07-25,CLOSE,61.74800109863281
786,2018-07-26,OPEN,60.970001220703125
787,2018-07-26,CLOSE,61.33000183105469
788,2018-07-27,OPEN,61.45000076293945
789,2018-07-27,CLOSE,59.43600082397461
790,2018-07-30,OPEN,59.18000030517578
791,2018-07-30,CLOSE,58.03400039672852
792,2018-07-31,OPEN,58.45000076293945
793,2018-07-31,CLOSE,59.62799835205078
794,2018-08-01,OPEN,59.59799957275391
795,2018-08-01,CLOSE,60.167999267578125
796,2018-08-02,OPEN,65.68800354003906
797,2018-08-02,CLOSE,69.90799713134766
798,2018-08-03,OPEN,69.56199645996094
799,2018-08-03,CLOSE,69.63400268554688
800,2018-08-06,OPEN,69.09200286865234
801,2018-08-06,CLOSE,68.39800262451172
802,2018-08-07,OPEN,68.76799774169922
803,2018-08-07,CLOSE,75.91400146484375
804,2018-08-08,OPEN,73.81800079345703
805,2018-08-08,CLOSE,74.06800079345703
806,2018-08-09,OPEN,73.11000061035156
807,2018-08-09,CLOSE,70.48999786376953
808,2018-08-10,OPEN,70.80000305175781
809,2018-08-10,CLOSE,71.0979995727539
810,2018-08-13,OPEN,72.22599792480469
811,2018-08-13,CLOSE,71.28199768066406
812,2018-08-14,OPEN,71.69000244140625
813,2018-08-14,CLOSE,69.52799987792969
814,2018-08-15,OPEN,68.38200378417969
815,2018-08-15,CLOSE,67.73799896240234
816,2018-08-16,OPEN,67.98200225830078
817,2018-08-16,CLOSE,67.08999633789062
818,2018-08-17,OPEN,64.69999694824219
819,2018-08-17,CLOSE,61.09999847412109
820,2018-08-20,OPEN,58.34000015258789
821,2018-08-20,CLOSE,61.6879997253418
822,2018-08-21,OPEN,62.12200164794922
823,2018-08-21,CLOSE,64.37999725341797
824,2018-08-22,OPEN,64.17400360107422
825,2018-08-22,CLOSE,64.3280029296875
826,2018-08-23,OPEN,63.82799911499024
827,2018-08-23,CLOSE,64.0199966430664
828,2018-08-24,OPEN,64.13999938964844
829,2018-08-24,CLOSE,64.56400299072266
830,2018-08-27,OPEN,63.59999847412109
831,2018-08-27,CLOSE,63.854000091552734
832,2018-08-28,OPEN,63.68199920654297
833,2018-08-28,CLOSE,62.37200164794922
834,2018-08-29,OPEN,62.05400085449219
835,2018-08-29,CLOSE,61.00199890136719
836,2018-08-30,OPEN,60.45199966430664
837,2018-08-30,CLOSE,60.630001068115234
838,2018-08-31,OPEN,60.400001525878906
839,2018-08-31,CLOSE,60.33200073242188
840,2018-09-04,OPEN,59.38800048828125
841,2018-09-04,CLOSE,57.790000915527344
842,2018-09-05,OPEN,57.0099983215332
843,2018-09-05,CLOSE,56.14799880981445
844,2018-09-06,OPEN,56.959999084472656
845,2018-09-06,CLOSE,56.18999862670898
846,2018-09-07,OPEN,52.02000045776367
847,2018-09-07,CLOSE,52.64799880981445
848,2018-09-10,OPEN,54.652000427246094
849,2018-09-10,CLOSE,57.09999847412109
850,2018-09-11,OPEN,55.89400100708008
851,2018-09-11,CLOSE,55.88800048828125
852,2018-09-12,OPEN,56.28799819946289
853,2018-09-12,CLOSE,58.108001708984375
854,2018-09-13,OPEN,57.604000091552734
855,2018-09-13,CLOSE,57.891998291015625
856,2018-09-14,OPEN,57.75199890136719
857,2018-09-14,CLOSE,59.040000915527344
858,2018-09-17,OPEN,58.007999420166016
859,2018-09-17,CLOSE,58.96799850463867
860,2018-09-18,OPEN,59.3380012512207
861,2018-09-18,CLOSE,56.992000579833984
862,2018-09-19,OPEN,56.10200119018555
863,2018-09-19,CLOSE,59.80400085449219
864,2018-09-20,OPEN,60.71200180053711
865,2018-09-20,CLOSE,59.66600036621094
866,2018-09-21,OPEN,59.540000915527344
867,2018-09-21,CLOSE,59.81999969482422
868,2018-09-24,OPEN,59.69599914550781
869,2018-09-24,CLOSE,59.93600082397461
870,2018-09-25,OPEN,60.0
871,2018-09-25,CLOSE,60.198001861572266
872,2018-09-26,OPEN,60.38199996948242
873,2018-09-26,CLOSE,61.91600036621094
874,2018-09-27,OPEN,62.58000183105469
875,2018-09-27,CLOSE,61.50400161743164
876,2018-09-28,OPEN,54.05199813842773
877,2018-09-28,CLOSE,52.95399856567383
878,2018-10-01,OPEN,61.15399932861328
879,2018-10-01,CLOSE,62.13999938964844
880,2018-10-02,OPEN,62.790000915527344
881,2018-10-02,CLOSE,60.20399856567383
882,2018-10-03,OPEN,60.66600036621094
883,2018-10-03,CLOSE,58.959999084472656
884,2018-10-04,OPEN,58.790000915527344
885,2018-10-04,CLOSE,56.36600112915039
886,2018-10-05,OPEN,54.93000030517578
887,2018-10-05,CLOSE,52.38999938964844
888,2018-10-08,OPEN,52.90399932861328
889,2018-10-08,CLOSE,50.11199951171875
890,2018-10-09,OPEN,51.04999923706055
891,2018-10-09,CLOSE,52.560001373291016
892,2018-10-10,OPEN,52.922000885009766
893,2018-10-10,CLOSE,51.3759994506836
894,2018-10-11,OPEN,51.50600051879883
895,2018-10-11,CLOSE,50.44599914550781
896,2018-10-12,OPEN,52.20000076293945
897,2018-10-12,CLOSE,51.75600051879883
898,2018-10-15,OPEN,51.8120002746582
899,2018-10-15,CLOSE,51.917999267578125
900,2018-10-16,OPEN,53.13999938964844
901,2018-10-16,CLOSE,55.31800079345703
902,2018-10-17,OPEN,56.47999954223633
903,2018-10-17,CLOSE,54.35599899291992
904,2018-10-18,OPEN,53.858001708984375
905,2018-10-18,CLOSE,52.78200149536133
906,2018-10-19,OPEN,53.47800064086914
907,2018-10-19,CLOSE,52.0
908,2018-10-22,OPEN,52.13600158691406
909,2018-10-22,CLOSE,52.18999862670898
910,2018-10-23,OPEN,52.77399826049805
911,2018-10-23,CLOSE,58.82799911499024
912,2018-10-24,OPEN,60.209999084472656
913,2018-10-24,CLOSE,57.70000076293945
914,2018-10-25,OPEN,63.44400024414063
915,2018-10-25,CLOSE,62.97200012207031
916,2018-10-26,OPEN,61.650001525878906
917,2018-10-26,CLOSE,66.18000030517578
918,2018-10-29,OPEN,67.49400329589844
919,2018-10-29,CLOSE,66.97000122070312
920,2018-10-30,OPEN,65.6780014038086
921,2018-10-30,CLOSE,65.9800033569336
922,2018-10-31,OPEN,66.50800323486328
923,2018-10-31,CLOSE,67.46399688720703
924,2018-11-01,OPEN,67.6520004272461
925,2018-11-01,CLOSE,68.85600280761719
926,2018-11-02,OPEN,68.74800109863281
927,2018-11-02,CLOSE,69.28199768066406
928,2018-11-05,OPEN,68.0999984741211
929,2018-11-05,CLOSE,68.27999877929688
930,2018-11-06,OPEN,67.81400299072266
931,2018-11-06,CLOSE,68.21199798583984
932,2018-11-07,OPEN,68.66799926757812
933,2018-11-07,CLOSE,69.63200378417969
934,2018-11-08,OPEN,69.69999694824219
935,2018-11-08,CLOSE,70.27999877929688
936,2018-11-09,OPEN,69.80000305175781
937,2018-11-09,CLOSE,70.10199737548828
938,2018-11-12,OPEN,69.67400360107422
939,2018-11-12,CLOSE,66.25599670410156
940,2018-11-13,OPEN,66.63200378417969
941,2018-11-13,CLOSE,67.74600219726562
942,2018-11-14,OPEN,68.54000091552734
943,2018-11-14,CLOSE,68.80000305175781
944,2018-11-15,OPEN,68.46600341796875
945,2018-11-15,CLOSE,69.68800354003906
946,2018-11-16,OPEN,69.03800201416016
947,2018-11-16,CLOSE,70.86199951171875
948,2018-11-19,OPEN,71.26799774169922
949,2018-11-19,CLOSE,70.69400024414062
950,2018-11-20,OPEN,68.3499984741211
951,2018-11-20,CLOSE,69.49800109863281
952,2018-11-21,OPEN,70.4000015258789
953,2018-11-21,CLOSE,67.63800048828125
954,2018-11-23,OPEN,66.87000274658203
955,2018-11-23,CLOSE,65.16600036621094
956,2018-11-26,OPEN,65.0
957,2018-11-26,CLOSE,69.19999694824219
958,2018-11-27,OPEN,68.01000213623047
959,2018-11-27,CLOSE,68.78399658203125
960,2018-11-28,OPEN,69.197998046875
961,2018-11-28,CLOSE,69.5739974975586
962,2018-11-29,OPEN,69.4000015258789
963,2018-11-29,CLOSE,68.23400115966797
964,2018-11-30,OPEN,68.36599731445312
965,2018-11-30,CLOSE,70.09600067138672
966,2018-12-03,OPEN,72.0
967,2018-12-03,CLOSE,71.697998046875
968,2018-12-04,OPEN,71.20999908447266
969,2018-12-04,CLOSE,71.94000244140625
970,2018-12-06,OPEN,71.2020034790039
971,2018-12-06,CLOSE,72.61199951171875
972,2018-12-07,OPEN,73.80000305175781
973,2018-12-07,CLOSE,71.59400177001953
974,2018-12-10,OPEN,72.0
975,2018-12-10,CLOSE,73.02999877929688
976,2018-12-11,OPEN,73.98200225830078
977,2018-12-11,CLOSE,73.35199737548828
978,2018-12-12,OPEN,73.88400268554688
979,2018-12-12,CLOSE,73.31999969482422
980,2018-12-13,OPEN,74.02999877929688
981,2018-12-13,CLOSE,75.35800170898438
982,2018-12-14,OPEN,75.0
983,2018-12-14,CLOSE,73.14199829101562
984,2018-12-17,OPEN,72.4000015258789
985,2018-12-17,CLOSE,69.68399810791016
986,2018-12-18,OPEN,70.10800170898438
987,2018-12-18,CLOSE,67.40599822998047
988,2018-12-19,OPEN,67.5199966430664
989,2018-12-19,CLOSE,66.59400177001953
990,2018-12-20,OPEN,65.41000366210938
991,2018-12-20,CLOSE,63.07600021362305
992,2018-12-21,OPEN,63.47999954223633
993,2018-12-21,CLOSE,63.95399856567383
994,2018-12-24,OPEN,62.70000076293945
995,2018-12-24,CLOSE,59.07799911499024
996,2018-12-26,OPEN,60.0
997,2018-12-26,CLOSE,65.21800231933594
998,2018-12-27,OPEN,63.96799850463867
999,2018-12-27,CLOSE,63.22600173950195
1000,2018-12-28,OPEN,64.62000274658203
1001,2018-12-28,CLOSE,66.77400207519531
1002,2018-12-31,OPEN,67.55799865722656
1003,2018-12-31,CLOSE,66.55999755859375
1004,2019-01-02,OPEN,61.220001220703125
1005,2019-01-02,CLOSE,62.02399826049805
1006,2019-01-03,OPEN,61.400001525878906
1007,2019-01-03,CLOSE,60.071998596191406
1008,2019-01-04,OPEN,61.20000076293945
1009,2019-01-04,CLOSE,63.53799819946289
1010,2019-01-07,OPEN,64.34400177001953
1011,2019-01-07,CLOSE,66.99199676513672
1012,2019-01-08,OPEN,68.39199829101562
1013,2019-01-08,CLOSE,67.06999969482422
1014,2019-01-09,OPEN,67.0999984741211
1015,2019-01-09,CLOSE,67.70600128173828
1016,2019-01-10,OPEN,66.87999725341797
1017,2019-01-10,CLOSE,68.99400329589844
1018,2019-01-11,OPEN,68.41799926757812
1019,2019-01-11,CLOSE,69.4520034790039
1020,2019-01-14,OPEN,68.47599792480469
1021,2019-01-14,CLOSE,66.87999725341797
1022,2019-01-15,OPEN,67.0
1023,2019-01-15,CLOSE,68.88600158691406
1024,2019-01-16,OPEN,68.95600128173828
1025,2019-01-16,CLOSE,69.20999908447266
1026,2019-01-17,OPEN,69.24199676513672
1027,2019-01-17,CLOSE,69.46199798583984
1028,2019-01-18,OPEN,64.5999984741211
1029,2019-01-18,CLOSE,60.45199966430664
1030,2019-01-22,OPEN,60.9640007019043
1031,2019-01-22,CLOSE,59.78400039672852
1032,2019-01-23,OPEN,58.5
1033,2019-01-23,CLOSE,57.51800155639648
1034,2019-01-24,OPEN,56.60599899291992
1035,2019-01-24,CLOSE,58.30199813842773
1036,2019-01-25,OPEN,58.87799835205078
1037,2019-01-25,CLOSE,59.40800094604492
1038,2019-01-28,OPEN,58.58200073242188
1039,2019-01-28,CLOSE,59.2760009765625
1040,2019-01-29,OPEN,59.05400085449219
1041,2019-01-29,CLOSE,59.492000579833984
1042,2019-01-30,OPEN,60.09000015258789
1043,2019-01-30,CLOSE,61.75400161743164
1044,2019-01-31,OPEN,60.20000076293945
1045,2019-01-31,CLOSE,61.40399932861328
1046,2019-02-01,OPEN,61.08399963378906
1047,2019-02-01,CLOSE,62.44200134277344
1048,2019-02-04,OPEN,62.59600067138672
1049,2019-02-04,CLOSE,62.57799911499024
1050,2019-02-05,OPEN,62.49800109863281
1051,2019-02-05,CLOSE,64.2699966430664
1052,2019-02-06,OPEN,63.917999267578125
1053,2019-02-06,CLOSE,63.44400024414063
1054,2019-02-07,OPEN,62.65999984741211
1055,2019-02-07,CLOSE,61.50199890136719
1056,2019-02-08,OPEN,61.36600112915039
1057,2019-02-08,CLOSE,61.15999984741211
1058,2019-02-11,OPEN,62.31999969482422
1059,2019-02-11,CLOSE,62.56800079345703
1060,2019-02-12,OPEN,63.2400016784668
1061,2019-02-12,CLOSE,62.36199951171875
1062,2019-02-13,OPEN,62.470001220703125
1063,2019-02-13,CLOSE,61.63399887084961
1064,2019-02-14,OPEN,60.67599868774414
1065,2019-02-14,CLOSE,60.75400161743164
1066,2019-02-15,OPEN,60.900001525878906
1067,2019-02-15,CLOSE,61.57600021362305
1068,2019-02-19,OPEN,61.3120002746582
1069,2019-02-19,CLOSE,61.12799835205078
1070,2019-02-20,OPEN,60.88199996948242
1071,2019-02-20,CLOSE,60.512001037597656
1072,2019-02-21,OPEN,60.36199951171875
1073,2019-02-21,CLOSE,58.24599838256836
1074,2019-02-22,OPEN,58.89799880981445
1075,2019-02-22,CLOSE,58.94200134277344
1076,2019-02-25,OPEN,59.58200073242188
1077,2019-02-25,CLOSE,59.75400161743164
1078,2019-02-26,OPEN,58.44400024414063
1079,2019-02-26,CLOSE,59.571998596191406
1080,2019-02-27,OPEN,60.35599899291992
1081,2019-02-27,CLOSE,62.948001861572266
1082,2019-02-28,OPEN,63.78400039672852
1083,2019-02-28,CLOSE,63.97600173950195
1084,2019-03-01,OPEN,61.38800048828125
1085,2019-03-01,CLOSE,58.95800018310547
1086,2019-03-04,OPEN,59.624000549316406
1087,2019-03-04,CLOSE,57.071998596191406
1088,2019-03-05,OPEN,56.400001525878906
1089,2019-03-05,CLOSE,55.30799865722656
1090,2019-03-06,OPEN,55.29600143432617
1091,2019-03-06,CLOSE,55.24800109863281
1092,2019-03-07,OPEN,55.76800155639648
1093,2019-03-07,CLOSE,55.31800079345703
1094,2019-03-08,OPEN,55.38199996948242
1095,2019-03-08,CLOSE,56.82799911499024
1096,2019-03-11,OPEN,56.70399856567383
1097,2019-03-11,CLOSE,58.18399810791016
1098,2019-03-12,OPEN,57.29800033569336
1099,2019-03-12,CLOSE,56.672000885009766
1100,2019-03-13,OPEN,56.77999877929688
1101,2019-03-13,CLOSE,57.79199981689453
1102,2019-03-14,OPEN,58.4900016784668
1103,2019-03-14,CLOSE,57.992000579833984
1104,2019-03-15,OPEN,56.70199966430664
1105,2019-03-15,CLOSE,55.08599853515625
1106,2019-03-18,OPEN,55.20000076293945
1107,2019-03-18,CLOSE,53.89799880981445
1108,2019-03-19,OPEN,53.5
1109,2019-03-19,CLOSE,53.49399948120117
1110,2019-03-20,OPEN,53.9379997253418
1111,2019-03-20,CLOSE,54.720001220703125
1112,2019-03-21,OPEN,54.52000045776367
1113,2019-03-21,CLOSE,54.80400085449219
1114,2019-03-22,OPEN,54.51599884033203
1115,2019-03-22,CLOSE,52.90599822998047
1116,2019-03-25,OPEN,51.94200134277344
1117,2019-03-25,CLOSE,52.08399963378906
1118,2019-03-26,OPEN,52.88800048828125
1119,2019-03-26,CLOSE,53.55400085449219
1120,2019-03-27,OPEN,53.75
1121,2019-03-27,CLOSE,54.96599960327149
1122,2019-03-28,OPEN,55.43199920654297
1123,2019-03-28,CLOSE,55.7239990234375
1124,2019-03-29,OPEN,55.7400016784668
1125,2019-03-29,CLOSE,55.97200012207031
1126,2019-04-01,OPEN,56.52399826049805
1127,2019-04-01,CLOSE,57.83599853515625
1128,2019-04-02,OPEN,57.65999984741211
1129,2019-04-02,CLOSE,57.17599868774414
1130,2019-04-03,OPEN,57.4640007019043
1131,2019-04-03,CLOSE,58.36199951171875
1132,2019-04-04,OPEN,52.37799835205078
1133,2019-04-04,CLOSE,53.555999755859375
1134,2019-04-05,OPEN,53.97200012207031
1135,2019-04-05,CLOSE,54.992000579833984
1136,2019-04-08,OPEN,55.53799819946289
1137,2019-04-08,CLOSE,54.63999938964844
1138,2019-04-09,OPEN,54.33000183105469
1139,2019-04-09,CLOSE,54.46200180053711
1140,2019-04-10,OPEN,55.34799957275391
1141,2019-04-10,CLOSE,55.21200180053711
1142,2019-04-11,OPEN,53.65999984741211
1143,2019-04-11,CLOSE,53.68399810791016
1144,2019-04-12,OPEN,54.04399871826172
1145,2019-04-12,CLOSE,53.540000915527344
1146,2019-04-15,OPEN,53.72600173950195
1147,2019-04-15,CLOSE,53.2760009765625
1148,2019-04-16,OPEN,53.150001525878906
1149,2019-04-16,CLOSE,54.672000885009766
1150,2019-04-17,OPEN,54.95000076293945
1151,2019-04-17,CLOSE,54.24599838256836
1152,2019-04-18,OPEN,54.24599838256836
1153,2019-04-18,CLOSE,54.652000427246094
1154,2019-04-22,OPEN,53.79999923706055
1155,2019-04-22,CLOSE,52.54999923706055
1156,2019-04-23,OPEN,52.02999877929688
1157,2019-04-23,CLOSE,52.77999877929688
1158,2019-04-24,OPEN,52.77000045776367
1159,2019-04-24,CLOSE,51.73199844360352
1160,2019-04-25,OPEN,51.0
1161,2019-04-25,CLOSE,49.5260009765625
1162,2019-04-26,OPEN,49.29999923706055
1163,2019-04-26,CLOSE,47.02799987792969
1164,2019-04-29,OPEN,47.172000885009766
1165,2019-04-29,CLOSE,48.29399871826172
1166,2019-04-30,OPEN,48.4119987487793
1167,2019-04-30,CLOSE,47.73799896240234
1168,2019-05-01,OPEN,47.77000045776367
1169,2019-05-01,CLOSE,46.80199813842773
1170,2019-05-02,OPEN,49.104000091552734
1171,2019-05-02,CLOSE,48.81999969482422
1172,2019-05-03,OPEN,48.77199935913086
1173,2019-05-03,CLOSE,51.00600051879883
1174,2019-05-06,OPEN,50.00400161743164
1175,2019-05-06,CLOSE,51.06800079345703
1176,2019-05-07,OPEN,51.36000061035156
1177,2019-05-07,CLOSE,49.4119987487793
1178,2019-05-08,OPEN,49.38800048828125
1179,2019-05-08,CLOSE,48.96799850463867
1180,2019-05-09,OPEN,48.400001525878906
1181,2019-05-09,CLOSE,48.39599990844727
1182,2019-05-10,OPEN,47.95000076293945
1183,2019-05-10,CLOSE,47.90399932861328
1184,2019-05-13,OPEN,46.402000427246094
1185,2019-05-13,CLOSE,45.402000427246094
1186,2019-05-14,OPEN,45.86000061035156
1187,2019-05-14,CLOSE,46.46200180053711
1188,2019-05-15,OPEN,45.86399841308594
1189,2019-05-15,CLOSE,46.38999938964844
1190,2019-05-16,OPEN,45.89799880981445
1191,2019-05-16,CLOSE,45.66600036621094
1192,2019-05-17,OPEN,44.391998291015625
1193,2019-05-17,CLOSE,42.20600128173828
1194,2019-05-20,OPEN,40.560001373291016
1195,2019-05-20,CLOSE,41.071998596191406
1196,2019-05-21,OPEN,39.55199813842773
1197,2019-05-21,CLOSE,41.01599884033203
1198,2019-05-22,OPEN,39.81999969482422
1199,2019-05-22,CLOSE,38.54600143432617
1200,2019-05-23,OPEN,38.86800003051758
1201,2019-05-23,CLOSE,39.09799957275391
1202,2019-05-24,OPEN,39.96599960327149
1203,2019-05-24,CLOSE,38.1259994506836
1204,2019-05-28,OPEN,38.2400016784668
1205,2019-05-28,CLOSE,37.7400016784668
1206,2019-05-29,OPEN,37.41999816894531
1207,2019-05-29,CLOSE,37.97200012207031
1208,2019-05-30,OPEN,37.75
1209,2019-05-30,CLOSE,37.64400100708008
1210,2019-05-31,OPEN,37.02000045776367
1211,2019-05-31,CLOSE,37.03200149536133
1212,2019-06-03,OPEN,37.10200119018555
1213,2019-06-03,CLOSE,35.79399871826172
1214,2019-06-04,OPEN,36.220001220703125
1215,2019-06-04,CLOSE,38.720001220703125
1216,2019-06-05,OPEN,39.73600006103516
1217,2019-06-05,CLOSE,39.31800079345703
1218,2019-06-06,OPEN,40.88800048828125
1219,2019-06-06,CLOSE,41.18999862670898
1220,2019-06-07,OPEN,41.0
1221,2019-06-07,CLOSE,40.900001525878906
1222,2019-06-10,OPEN,42.04999923706055
1223,2019-06-10,CLOSE,42.57600021362305
1224,2019-06-11,OPEN,43.82799911499024
1225,2019-06-11,CLOSE,43.41999816894531
1226,2019-06-12,OPEN,44.59000015258789
1227,2019-06-12,CLOSE,41.85200119018555
1228,2019-06-13,OPEN,42.07600021362305
1229,2019-06-13,CLOSE,42.78200149536133
1230,2019-06-14,OPEN,42.25
1231,2019-06-14,CLOSE,42.98400115966797
1232,2019-06-17,OPEN,43.09600067138672
1233,2019-06-17,CLOSE,45.00600051879883
1234,2019-06-18,OPEN,45.74399948120117
1235,2019-06-18,CLOSE,44.948001861572266
1236,2019-06-19,OPEN,45.02199935913086
1237,2019-06-19,CLOSE,45.2859992980957
1238,2019-06-20,OPEN,44.59999847412109
